"ID_VICTIMA","FECHA",AÑO,"MES","TRIMESTRE","DIA_SEMANA","HORA","DEPARTAMENTO","JURISDICCION","LUGAR","MOTIVO_APARENTE","TIPO","ARMAREC","PROCESADOS","MENORESCINICIOPROC","ACLARADO","SEXO","EDADCALC","NACIONALIDAD","ANTECEDENTES","ANTECEDENTESPORESTUPEFACIENTES","REL_VICT_AGRES"
"ADI1113050","21.05.2021",2021,"MAYO","SEGUNDO TRIMESTRE","VIERNES","20","MONTEVIDEO","SECCIONAL 18","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","37","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","CON ANTECEDENTES","VINCULO DESCONOCIDO"
"ADM174546","18.05.2021",2021,"MAYO","SEGUNDO TRIMESTRE","MARTES","18","MONTEVIDEO","SECCIONAL 12","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","SIN DATO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","28","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"ADM199368","19.05.2021",2021,"MAYO","SEGUNDO TRIMESTRE","MIERCOLES","4","MONTEVIDEO","SECCIONAL 15","RESIDENCIA","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","37","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","PAREJA/EX PAREJA"
"ADO1194772","25.05.2021",2021,"MAYO","SEGUNDO TRIMESTRE","MARTES","22","MONTEVIDEO","SECCIONAL 25","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","28","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"ADO141374","24.05.2021",2021,"MAYO","SEGUNDO TRIMESTRE","LUNES","2","MONTEVIDEO","SECCIONAL 21","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","MUJER","21","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"ADP151890","15.05.2021",2021,"MAYO","SEGUNDO TRIMESTRE","SABADO","14","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","18","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"ADP16810","14.05.2021",2021,"MAYO","SEGUNDO TRIMESTRE","VIERNES","15","CENTROS CARCELARIOS","SECCIONAL 9","ESTABLECIMIENTO DE RECLUSION","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","25","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","CON ANTECEDENTES","AMIGO/CONOCIDO"
"ADW176438","10.05.2021",2021,"MAYO","SEGUNDO TRIMESTRE","LUNES","16","MONTEVIDEO","SECCIONAL 24","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","43","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AFA1103080","27.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","DOMINGO","20","MALDONADO","SECCIONAL 2","RESIDENCIA","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","6","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AFA1197664","29.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","MARTES","3","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","22","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AFA142978","26.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","SABADO","16","ARTIGAS","SECCIONAL 5","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","SIN DATO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","55","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","FAMILIAR"
"AFB1147230","14.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","LUNES","14","MONTEVIDEO","SECCIONAL 8","RESIDENCIA","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","27","URUGUAYA","ANTECEDENTES POR DELITOS VIOLENTOS","CON ANTECEDENTES","FAMILIAR"
"AFB197404","13.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","DOMINGO","19","MONTEVIDEO","SECCIONAL 4","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","15","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AFD114352","29.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","MARTES","4","CANELONES","SECCIONAL 4","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","CON MENORES C/INICIO PROC.","ACLARADO","HOMBRE","19","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AFD129010","29.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","MARTES","11","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","17","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AFD129402","29.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","MARTES","24","MONTEVIDEO","SECCIONAL 18","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","SIN DATO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","41","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AFF1144208","05.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","SABADO","14","MONTEVIDEO","SECCIONAL 25","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","23","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AFF1158544","06.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","DOMINGO","12","MONTEVIDEO","SECCIONAL 19","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","24","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AFF1195560","07.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","LUNES","4","SAN JOSE","SECCIONAL 1","RESIDENCIA","RAPI?A / HURTO / COPAMIENTO","CASA DE FAMILIA","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","57","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","SIN RELACION"
"AFI170158","21.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","LUNES","20","MONTEVIDEO","SECCIONAL 8","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","21","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AFI178446","21.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","LUNES","23","ARTIGAS","SECCIONAL 12","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","OTROS MOTIVOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","19","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","SIN RELACION"
"AFM1172060","20.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","DOMINGO","15","MONTEVIDEO","SECCIONAL 18","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","44","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AFM1868","17.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","JUEVES","21","MONTEVIDEO","SECCIONAL 24","RESIDENCIA","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","17","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"AFO1104056","24.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","JUEVES","22","LAVALLEJA","SECCIONAL 1","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","25","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AFO1177710","25.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","VIERNES","19","MONTEVIDEO","SECCIONAL 24","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","CON MENORES C/INICIO PROC.","ACLARADO","HOMBRE","18","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"AFO122828","23.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","MIERCOLES","20","LAVALLEJA","SECCIONAL 1","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","25","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","CON ANTECEDENTES","VINCULO DESCONOCIDO"
"AFP1132072","17.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","JUEVES","24","PAYSANDU","SECCIONAL 5","BARES/ CANTINAS/ CLUBES NOCTURNOS Y SIMILARES","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","47","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"AFP147484","15.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","MARTES","20","MONTEVIDEO","SECCIONAL 19","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","24","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AFT1136372","08.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","MARTES","19","MONTEVIDEO","SECCIONAL 24","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","MUJER","24","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AFT171748","08.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","MARTES","24","MONTEVIDEO","SECCIONAL 15","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","29","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AFT176648","08.09.2020",2020,"SETIEMBRE","TERCER TRIMESTRE","MARTES","2","MONTEVIDEO","SECCIONAL 18","LOCAL COMERCIAL","OTROS MOTIVOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","24","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","SIN RELACION"
"AIA149056","04.03.2021",2021,"MARZO","PRIMER TRIMESTRE","JUEVES","23","MONTEVIDEO","SECCIONAL 8","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","RAPI?A / HURTO / COPAMIENTO","A MOTOCICLISTA","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","50","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AIA182950","05.03.2021",2021,"MARZO","PRIMER TRIMESTRE","VIERNES","10","ARTIGAS","SECCIONAL 10","RESIDENCIA","RAPI?A / HURTO / COPAMIENTO","CASA DE FAMILIA","OBJETO PESADO / CONTUNDENTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","88","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"AIA282950","05.03.2021",2021,"MARZO","PRIMER TRIMESTRE","VIERNES","10","ARTIGAS","SECCIONAL 10","RESIDENCIA","RAPI?A / HURTO / COPAMIENTO","CASA DE FAMILIA","OBJETO PESADO / CONTUNDENTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","86","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"AIB1143536","21.02.2021",2021,"FEBRERO","PRIMER TRIMESTRE","DOMINGO","15","MONTEVIDEO","SECCIONAL 24","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","28","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AIB1150690","21.02.2021",2021,"FEBRERO","PRIMER TRIMESTRE","DOMINGO","20","MONTEVIDEO","SECCIONAL 24","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","SIN DATO/ DESCONOCIDO","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","52","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AIB121666","19.02.2021",2021,"FEBRERO","PRIMER TRIMESTRE","VIERNES","18","MONTEVIDEO","SECCIONAL 19","RESIDENCIA","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","ARMA PERSONAL / ESTRANGULACION / ASFIXIA / AHOGAMIENTO","AUTOR MAYOR FALLECIDO","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","29","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","PAREJA/EX PAREJA"
"AIB197994","20.02.2021",2021,"FEBRERO","PRIMER TRIMESTRE","SABADO","22","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","43","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AID11348","07.03.2021",2021,"MARZO","PRIMER TRIMESTRE","DOMINGO","1","MONTEVIDEO","SECCIONAL 9","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","36","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","CON ANTECEDENTES","VINCULO DESCONOCIDO"
"AID12552","07.03.2021",2021,"MARZO","PRIMER TRIMESTRE","DOMINGO","2","MONTEVIDEO","SECCIONAL 17","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","42","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AID158608","07.03.2021",2021,"MARZO","PRIMER TRIMESTRE","DOMINGO","19","CANELONES","SECCIONAL 6","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","ARMA DE FUEGO","AUTOR MAYOR FALLECIDO","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","43","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","PAREJA/EX PAREJA"
"AID159084","07.03.2021",2021,"MARZO","PRIMER TRIMESTRE","DOMINGO","23","MONTEVIDEO","SECCIONAL 24","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","42","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","PAREJA/EX PAREJA"
"AIF1123434","13.02.2021",2021,"FEBRERO","PRIMER TRIMESTRE","SABADO","3","MONTEVIDEO","SECCIONAL 24","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","25","URUGUAYA","ANTECEDENTES POR DELITOS VIOLENTOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AIF133134","12.02.2021",2021,"FEBRERO","PRIMER TRIMESTRE","VIERNES","1","SAN JOSE","SECCIONAL 10","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","42","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","CON ANTECEDENTES","VINCULO DESCONOCIDO"
"AIF138874","11.02.2021",2021,"FEBRERO","PRIMER TRIMESTRE","JUEVES","23","MONTEVIDEO","SECCIONAL 24","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","33","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AII1114260","01.03.2021",2021,"MARZO","PRIMER TRIMESTRE","LUNES","5","RIO NEGRO","SECCIONAL 1","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA PERSONAL / ESTRANGULACION / ASFIXIA / AHOGAMIENTO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","25","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","SIN ANTECEDENTES","FAMILIAR"
"AII1188964","01.03.2021",2021,"MARZO","PRIMER TRIMESTRE","LUNES","21","MONTEVIDEO","SECCIONAL 13","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","CORTO / PUNZANTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","39","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"AIM1173042","26.02.2021",2021,"FEBRERO","PRIMER TRIMESTRE","VIERNES","22","MONTEVIDEO","SECCIONAL 24","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","RAPI?A / HURTO / COPAMIENTO","A TRANSEUNTE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","38","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AIT1108136","15.02.2021",2021,"FEBRERO","PRIMER TRIMESTRE","LUNES","23","RIVERA","SECCIONAL 10","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","42","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","CON ANTECEDENTES","VINCULO DESCONOCIDO"
"AIW1139584","18.02.2021",2021,"FEBRERO","PRIMER TRIMESTRE","JUEVES","19","MONTEVIDEO","SECCIONAL 19","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA DE FUEGO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","27","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","FAMILIAR"
"AIW1148292","18.02.2021",2021,"FEBRERO","PRIMER TRIMESTRE","JUEVES","23","MONTEVIDEO","SECCIONAL 9","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","AJUSTE DE CUENTAS/ CONFLICTOS ENTRE CRIMINALES","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","32","URUGUAYA","ANTECEDENTES POR DELITOS NO VIOLENTOS","CON ANTECEDENTES","VINCULO DESCONOCIDO"
"AIW166098","17.02.2021",2021,"FEBRERO","PRIMER TRIMESTRE","MIERCOLES","23","CANELONES","SECCIONAL 4","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","ARMA DE FUEGO","SIN PROCESADOS","SIN MENORES C/INICIO PROC.","SIN ACLARAR","HOMBRE","29","URUGUAYA","ANTECEDENTES POR AMBOS TIPOS DE DELITOS","SIN ANTECEDENTES","VINCULO DESCONOCIDO"
"AMA1177788","08.02.2021",2021,"FEBRERO","PRIMER TRIMESTRE","LUNES","20","MONTEVIDEO","SECCIONAL 15","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","VIOLENCIA DOMESTICA Y ASOCIADOS","NO CORRESPONDE","ARMA DE FUEGO","AUTOR MAYOR FALLECIDO","SIN MENORES C/INICIO PROC.","ACLARADO","MUJER","25","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","PAREJA/EX PAREJA"
"AMB1107026","24.01.2021",2021,"ENERO","PRIMER TRIMESTRE","DOMINGO","19","MONTEVIDEO","SECCIONAL 18","VIA PUBLICA U OTROS ESPACIOS ABIERTOS","ALTERCADOS ESPONTANEOS/ CONFLICTOS DIVERSOS","NO CORRESPONDE","OBJETO PESADO / CONTUNDENTE","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","57","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
"AMB114948","24.01.2021",2021,"ENERO","PRIMER TRIMESTRE","DOMINGO","11","TREINTA Y TRES","SECCIONAL 1","RESIDENCIA","RAPI?A / HURTO / COPAMIENTO","CASA DE FAMILIA","ARMA PERSONAL / ESTRANGULACION / ASFIXIA / AHOGAMIENTO","CON PROCESADOS","SIN MENORES C/INICIO PROC.","ACLARADO","HOMBRE","81","URUGUAYA","SIN ANTECEDENTES","SIN ANTECEDENTES","AMIGO/CONOCIDO"
